Colorful iGame GTX1070 U-TOP-8G,GeForce GTX 1070 | GDDR5 8GB,62399
PowerColor Radeon RX VEGA 56 8GB HBM2 AXRX VEGA 56 8GBHBM2-3DH,Radeon RX Vega 56 | HBM2 8GB,-
Elsa GeForce GTX 1050 2GB S.A.C GD1050-2GERS,GeForce GTX 1050 | GDDR5 2GB | 2016-11-19発売,-
AMD RADEON VEGA FRONTIER EDITION AIR,Radeon Vega Frontier Edition | HBM2 16GB | 2017-07-01発売,-
Elsa GeForce RTX 2080 Ti ST GD2080-11GERTST,GeForce RTX 2080 Ti | GDDR6 11GB | 2019-04-26発売,-
Inno3d GeForce RTX 2060 Twin X2 N20602-06D6-1710VA23,GeForce RTX 2060 | GDDR6 6GB | 2019-01-19発売,-
玄人志向 RD-RX5700-E8GB/DF,Radeon RX 5700 | GDDR6 8GB | 2019-09-01発売,44800
PNY GeForce RTX 2070 SUPER 8GB XLR8 Gaming Overclocked Edition VCG20708STFMPB-O,GeForce RTX 2070 SUPER | GDDR6 8GB,-
Zotac GAMING GeForce RTX 2080 SUPER AMP ZT-T20820D-10P,GeForce RTX 2080 SUPER | GDDR6 8GB | 2019-08-01発売,94800
MSI GeForce RTX 2080 SUPER VENTUS,GeForce RTX 2080 SUPER | GDDR6 8GB,-
J5 Create JDA158,,2640
ギガバイト GV-N3090EAGLE OC-24GD,GeForce RTX 3090 | GDDR6X 24GB | 2020-09-01発売,208879
ASUS ROG STRIX-GTX1070-O8G-GAMING,GeForce GTX 1070 | GDDR5 8GB | 2016-07-09発売,-
ASUS GT1030-2G-CSM,GeForce GT 1030 | GDDR5 2GB,-
MSI GeForce GTX 1080 GAMING 8G,GeForce GTX 1080 | GDDR5X 8GB,-
ASUS TUF 3-GTX1660S-O6G-GAMING,GeForce GTX 1660 SUPER | GDDR6 6GB | 2019-10-29発売,-
Sapphire PULSE RADEON RX 560 4G GDDR5 OC,Radeon RX 560 | GDDR5 4GB | 2017-05-13発売,-
